171440;100 x 75|silber;0;0
800537;100 x 75|weiss;0;0
198558;1000 x 1000|silber;1000;1000
902883;1000 x 1000|weiss;1000;1000
748906;1000 x 300|weiss;1000;300
952691;1000 x 300|silber;1000;300
802702;1000 x 400|weiss;1000;400
856768;1000 x 500|silber;1000;500
966760;1000 x 500|weiss;1000;500
841484;1000 x 700|silber;1000;700
801730;1000 x 700|weiss;1000;700
332698;105 x 70|silber;0;0
230405;105 x 70|weiss;0;0
398098;120 x 120|silber;0;0
478143;120 x 120|weiss;0;0
366767;120 x 80|silber;0;0
248430;120 x 80|weiss;0;0
587948;120 x 90|silber;0;0
780178;120 x 90|weiss;0;0
282448;1200 x 300|weiss;1200;300
494533;1200 x 300|silber;1200;300
291984;1200 x 400|weiss;1200;400
629322;1200 x 500|silber;1200;500
926325;1200 x 500|weiss;1200;500
251231;130 x 28|silber;130;28
208731;130 x 28|weiss;130;28
510501;130 x 50|weiss;0;0
695945;140 x 100|silber;0;0
858194;140 x 100|weiss;0;0
985562;140 x 105|weiss;0;0
501917;140 x 140|weiss;0;0
448981;140 x 50|weiss;0;0
544388;148 x 105|silber;148;105
827072;148 x 105|weiss;148;105
745156;150 x 100|silber;150;100
518555;150 x 100|weiss;150;100
242630;150 x 150|silber;150;150
420887;150 x 150|weiss;150;150
192482;150 x 37|weiss;0;0
400846;150 x 37|silber;150;37
985236;150 x 37|weiss;150;37
885148;150 x 38|silber;150;38
239806;150 x 38|weiss;150;38
506007;150 x 50|silber;150;50
933156;150 x 50|weiss;150;50
397912;150 x 83|silber;150;83
192309;150 x 83|weiss;150;83
385799;170 x 60|weiss;0;0
662905;180 x 135|silber;0;0
892662;180 x 135|weiss;0;0
895410;180 x 60|weiss;0;0
855358;184 x 39|silber;184;39
335621;184 x 39|weiss;184;39
967122;200 x 120|silber;0;0
310837;200 x 120|weiss;0;0
815177;200 x 133|weiss;0;0
842088;200 x 140|silber;0;0
111840;200 x 140|weiss;0;0
890923;200 x 150|silber;0;0
872303;200 x 150|weiss;0;0
474067;200 x 200|weiss;200;200
380764;200 x 300|weiss;0;0
112747;200 x 60|silber;0;0
896720;200 x 60|weiss;0;0
214098;200 x 80|silber;0;0
330666;200 x 80|weiss;0;0
229142;210 x 115|silber;210;115
933406;210 x 115|weiss;210;115
850656;210 x 140|silber;210;140
447775;210 x 140|weiss;210;140
299184;210 x 210|silber;210;210
923886;210 x 210|weiss;210;210
969141;210 x 53|silber;210;53
681020;210 x 53|weiss;210;53
518146;210 x 70|weiss;210;70
767588;210 x 70|silber;210;70
937458;220 x 80|weiss;0;0
932259;25 x 25|silber;250;250
739771;250 x 100|weiss;0;0
647560;250 x 166|weiss;0;0
397487;250 x 190|weiss;0;0
364772;250 x 250|weiss;250;250
999828;250 x 400|weiss;0;0
261540;250 x 80|weiss;0;0
306533;260 x 55|silber;260;55
188259;260 x 55|weiss;260;55
871050;280 x 420|weiss;0;0
881713;280 x 65|weiss;0;0
640055;30 x 20|silber;0;0
295672;30 x 20|weiss;0;0
107120;300 x 100|weiss;300;100
931366;300 x 100|silber;300;100
597238;300 x 120|weiss;0;0
166580;300 x 150|silber;0;0
489918;300 x 150|weiss;0;0
679392;300 x 166|silber;300;166
571977;300 x 166|weiss;300;166
252832;300 x 200|silber;300;200
222820;300 x 200|weiss;300;200
697898;300 x 300|silber;300;300
585688;300 x 300|weiss;300;300
755344;300 x 75 |weiss;0;0
943406;300 x 75|silber;300;75
909962;300 x 75|weiss;300;75
230711;350 x 350|weiss;350;350
260789;350 x 350|silber;350;350
147235;364 x 77|silber;364;77
415668;364 x 77|weiss;364;77
761061;400 x 300|silber;400;300
638843;400 x 300|weiss;400;300
311726;400 x 400|weiss;400;400
946489;400 x 400|silber;400;400
391945;400 x 640|weiss;0;0
150207;420 x 105|weiss;0;0
126703;420 x 105|silber;420;105
961613;420 x 105|weiss;420;405
522800;420 x 140|silber;420;140
554615;420 x 140|weiss;420;140
791199;420 x 231|silber;420;231
237372;420 x 231|weiss;420;231
288849;420 x 280|silber;420;280
547501;420 x 280|weiss;420;280
451009;420 x 420|silber;420;420
868595;420 x 420|weiss;420;420
368476;45 x 30|silber;0;0
495112;45 x 30|weiss;0;0
594119;450 x 112|weiss;0;0
551599;450 x 112|silber;450;112
927882;450 x 112|weiss;450;112
