287407;450 x 300|weiss;0;0
721871;500 x 350|silber;500;350
113477;500 x 350|weiss;500;350
634356;500 x 500|silber;500;500
846419;500 x 500|weiss;500;500
919712;520 x 110|silber;520;110
446873;520 x 110|weiss;520;110
351031;520 x 115|weiss;0;0
409276;550 x 135|weiss;550;135
389378;60 x 40|silber;600;400
471863;60 x 45|silber;0;0
800094;60 x 45|weiss;0;0
236462;600 x 150|weiss;0;0
256184;600 x 150|silber;600;150
431398;600 x 150|weiss;600;150
374583;600 x 200|silber;600;200
484066;600 x 200|weiss;600;200
284924;600 x 300|silber;600;300
877024;600 x 300|weiss;600;300
599650;600 x 330|silber;600;330
911193;600 x 330|weiss;600;330
343220;600 x 400|weiss;600;400
277635;600 x 600|silber;600;600
157467;600 x 600|weiss;600;600
521494;700 x 200|silber;700;200
877452;700 x 200|weiss;700;200
119459;700 x 300|silber;700;300
178245;700 x 300|weiss;700;300
428694;700 x 500|silber;700;500
772013;700 x 500|weiss;700;500
571908;700 x 700|silber;700;700
603289;700 x 700|weiss;700;700
615430;720 x 154|silber;720;154
173171;720 x 154|weiss;720;154
617466;75 x 50|silber;0;0
719636;75 x 50|weiss;0;0
719655;80 x 60|silber;0;0
701250;80 x 60|weiss;0;0
391292;800 x 200|weiss;800;200
528597;800 x 300|silber;800;300
921350;800 x 300|weiss;800;300
431628;800 x 400|silber;800;400
525217;800 x 400|weiss;800;400
161539;840 x 210|silber;840;210
980653;840 x 210|weiss;840;210
673580;840 x 280|silber;840;280
893084;840 x 280|weiss;840;280
488463;840 x 462|silber;840;462
702841;840 x 462|weiss;840;462
210985;840 x 560|silber;840;560
892557;840 x 560|weiss;840;560
426542;840 x 840|silber;840;840
212997;840 x 840|weiss;840;840
311392;900 x 225|weiss;0;0
398331;900 x 225|silber;900;225
817273;900 x 225|weiss;900;225
145962;900 x 300|weiss;900;300
633572;900 x 600|silber;900;600
730657;900 x 600|weiss;900;600
717352;DIN A0|silber;1188;841
724601;DIN A0|weiss;1188;841
529687;DIN A1|silber;841;594
489500;DIN A1|weiss;841;594
821563;DIN A2|silber;594;420
610012;DIN A2|weiss;594;420
258812;DIN A3|silber;420;297
257370;DIN A3|weiss;420;297
955512;DIN A4|silber;297;210
854804;DIN A4|weiss;297;210
424610;DIN A5|silber;210;148
575760;DIN A5|weiss;210;148
574004;1000 x 400|silber;1000;400
191847;1200 x 400|silber;1200;400
147470;900 x 300|silber;900;300
