319388;5mm|420 x140;420;140
866310;5mm|420x 420;420;420
413217;5mm|45 x 30;0;0
120964;5mm|450 x 112;0;0
238887;5mm|450 x 300;0;0
564192;5mm|500 x 350;500;350
399439;5mm|500 x 500;500;500
718961;5mm|520 x 110;520;110
299013;5mm|520 x 115;0;0
949996;5mm|550 x 135;550;135
124955;5mm|60 x 45;0;0
564007;5mm|600 x 150;600;150
545735;5mm|600 x 200;600;200
978823;5mm|600 x 300;600;300
591054;5mm|600 x 330;600;330
442935;5mm|600 x 400;600;400
686837;5mm|600 x 600;600;600
287012;5mm|700 x 200;700;200
636972;5mm|700 x 300;700;300
769244;5mm|700 x 500;700;500
539556;5mm|700 x 700;700;700
918952;5mm|720 x 154;720;154
322423;5mm|75 x 50;0;0
904442;5mm|80 x 60;0;0
930744;5mm|800 x 200;800;200
281236;5mm|800 x 300;800;300
454063;5mm|800 x 400;800;400
123537;5mm|840 x 210;840;210
435626;5mm|840 x 280;840;280
606344;5mm|840 x 462;840;462
764956;5mm|840 x 840;840;840
579657;5mm|840x560;840;560
988718;5mm|900 x 225;900;225
300605;5mm|900 x 300;900;300
900807;5mm|900x 600;900;600
554102;5mm|DIN A0;1188;841
354189;5mm|DIN A1;841;594
217787;5mm|DIN A2;594;420
634200;5mm|DIN A3;420;297
265143;5mm|DIN A4;297;210
474201;5mm|DIN A5;210;148
876486;5mm|DIN A6;148;105
